median_square_feet,average_listing_price,indicator
951,995813,No deal
1744,661911,No deal
2545,1000000,No deal
2400,1200000,No deal
1332,409675,No deal
2398,689000,No deal
1176,410817,No deal
1484,125625,Good deal
2396,507083,No deal
1668,827500,No deal
1543,186745,Good deal
3589,1634230,No deal
1230,95886,Good deal
2155,274388,Good deal
1054,63900,Good deal
1153,24221,Good deal
2420,741157,No deal
2139,179500,Good deal
1680,399900,No deal
1613,171693,Good deal
1000,149000,Good deal
1897,1070077,Good deal
2077,1060497,Good deal
1625,214492,Good deal
2676,643615,No deal
1600,4249205,No deal
1558,385609,No deal
2267,383504,Good deal
1631,561353,No deal
1438,87400,Good deal
2342,94933,Good deal
2150,134900,Good deal
1368,634501,No deal
2640,795000,No deal
4654,2658370,No deal
2882,913416,No deal
1258,142068,Good deal
3127,255000,Good deal
1844,385000,No deal
7725,6528542,No deal
1176,219181,Good deal
1837,236950,Good deal
3514,767388,No deal
1934,531483,Good deal
1994,368476,Good deal
1002,123900,Good deal
1677,131124,Good deal
1553,139000,Good deal
2270,7778044,Good deal
1288,156500,Good deal
2507,508665,No deal
2571,356069,No deal
2424,281383,Good deal
4167,835863,No deal
1902,375000,Good deal
2392,152050,Good deal
1743,252666,Good deal
1032,75000,Good deal
1655,369428,No deal
1907,232500,Good deal
1320,448124,No deal
7611,2489950,No deal
2354,310111,No deal
1268,742855,No deal
2089,172500,Good deal
1599,5104732,No deal
1376,1482933,No deal
1766,478308,No deal
1961,306113,Good deal
2050,447975,Good deal
3157,684719,No deal
1922,163896,Good deal
1700,209504,Good deal
1350,66575,Good deal
2375,407099,No deal
1980,339055,Good deal
2152,500814,Good deal
2650,503450,No deal
2256,165500,Good deal
1789,111633,Good deal
1915,359676,Good deal
2370,625000,No deal
1928,105834,Good deal
1658,438086,No deal
2144,466641,Good deal
2525,480000,No deal
1887,99000,Good deal
1636,337837,No deal
2351,607952,No deal
1692,146114,Good deal
2594,764163,No deal
1504,325072,No deal
2685,546117,No deal
1664,91500,Good deal
1568,268900,Good deal
1094,183700,Good deal
1582,300108,No deal
1337,41433,Good deal
2248,276118,Good deal
1500,145286,Good deal
2975,1298740,No deal
1440,189900,Good deal
4341,314950,No deal
1389,104714,Good deal
2062,452094,Good deal
768,1250000,No deal
1300,79500,Good deal
2334,735207,Good deal
1872,154667,Good deal
2530,49900,Good deal
1983,182400,Good deal
1763,122433,Good deal
2022,372475,Good deal
2209,1419500,Good deal
3003,3052000,No deal
1875,125000,Good deal
1725,125000,Good deal
1352,1000000,No deal
1950,673846,Good deal
1364,232470,Good deal
1386,228771,Good deal
1883,223876,Good deal
1922,228464,Good deal
2661,1238625,No deal
2277,810692,Good deal
2144,285285,Good deal
2292,425543,Good deal
1552,301256,No deal
2152,751202,Good deal
1538,224310,Good deal
1776,324111,No deal
1654,105627,Good deal
1592,140000,Good deal
1224,95000,Good deal
1401,308958,No deal
2214,227222,Good deal
3120,1418311,No deal
1708,262900,Good deal
1176,100381,Good deal
1849,660842,No deal
1156,58000,Good deal
2411,372768,No deal
2635,636589,No deal
2864,843081,No deal
1866,561327,No deal
1788,245042,Good deal
1569,146239,Good deal
2881,489000,No deal
2716,280678,Good deal
1762,182687,Good deal
2184,313896,Good deal
1778,148267,Good deal
1832,263708,Good deal
1451,105000,Good deal
2282,198703,Good deal
3642,989107,No deal
1627,391971,No deal
1593,258572,Good deal
1095,79450,Good deal
1331,1982921,No deal
2250,455533,Good deal
1549,1505700,No deal
1551,358989,No deal
1802,356514,No deal
1370,149784,Good deal
1948,331775,Good deal
1687,169450,Good deal
2201,192500,Good deal
1768,161447,Good deal
1800,124767,Good deal
2507,250450,Good deal
1627,110000,Good deal
1599,212679,Good deal
1593,251753,Good deal
1368,307738,No deal
1340,325000,No deal
1872,238675,Good deal
1393,230291,Good deal
3229,159900,Good deal
1952,249000,Good deal
1716,132250,Good deal
6675,2489000,No deal
2244,885805,Good deal
3132,841800,No deal
1139,136450,Good deal
1396,123301,Good deal
3189,272000,Good deal
2820,609983,No deal
1504,625995,No deal
800,118745,Good deal
1745,338845,No deal
2138,239425,Good deal
1573,270505,Good deal
2464,537500,No deal
2004,242526,Good deal
1890,152858,Good deal
1708,817109,No deal
1622,196000,Good deal
1087,561757,No deal
2400,697741,No deal
4157,1749500,No deal
1738,538342,No deal
1232,259000,Good deal
1918,394417,Good deal
1344,238000,Good deal
2057,584916,Good deal
2327,646257,Good deal
3155,495000,No deal
1864,268439,Good deal
1688,200510,Good deal
1603,85658,Good deal
2854,123750,Good deal
1717,1235144,No deal
1004,104600,Good deal
1800,316599,No deal
1767,511895,No deal
1980,185180,Good deal
2800,420000,No deal
3254,149900,Good deal
2400,350055,No deal
1600,689479,No deal
5200,312000,No deal
2296,329540,Good deal
1685,1193739,No deal
1174,98900,Good deal
1660,151613,Good deal
2180,323265,Good deal
3131,1723132,No deal
1694,394209,No deal
2670,129950,Good deal
2229,333046,Good deal
1643,3091739,No deal
2242,515000,Good deal
2094,395858,Good deal
2120,526625,Good deal
2304,456950,Good deal
2700,1269133,No deal
4600,585750,No deal
1528,1062110,No deal
2072,319616,Good deal
5040,672500,No deal
1651,452732,No deal
1952,484015,Good deal
3539,913699,No deal
1378,134441,Good deal
2634,604235,No deal
3202,3059921,No deal
1251,103153,Good deal
2128,109900,Good deal
2728,1030750,No deal
1253,92984,Good deal
1638,284900,Good deal
1974,273198,Good deal
2547,589142,No deal
1650,274888,Good deal
2100,679000,Good deal
3464,460000,No deal
3012,1332537,No deal
1373,320459,No deal
4202,1332397,No deal
2099,2024533,Good deal
1260,283691,Good deal
3616,1657743,No deal
1434,369621,No deal
1977,187140,Good deal
1665,119900,Good deal
1505,241278,Good deal
1639,1080937,No deal
2200,303350,Good deal
2872,712786,No deal
6352,512324,No deal
1505,637264,No deal
2021,362018,Good deal
1396,188898,Good deal
1994,341572,Good deal
1400,188452,Good deal
1209,116816,Good deal
1933,418319,Good deal
2200,162400,Good deal
2269,367344,Good deal
1643,215000,Good deal
2140,99900,Good deal
1144,250000,Good deal
1800,413763,No deal
1594,427475,No deal
2011,511638,Good deal
2354,209000,Good deal
1519,353654,No deal
2700,490000,No deal
1539,1350766,No deal
1764,434150,No deal
1868,326364,No deal
3090,625995,No deal
1144,160000,Good deal
2109,311711,Good deal
2219,2775699,Good deal
2541,556367,No deal
2966,1239800,No deal
1706,396895,No deal
1609,237669,Good deal
1550,337913,No deal
1472,304600,No deal
2139,711122,Good deal
676,450000,No deal
2300,291982,Good deal
1226,90370,Good deal
2290,239900,Good deal
1242,269156,Good deal
1502,138979,Good deal
1008,29767,Good deal
2312,514139,Good deal
3320,641205,No deal
1312,127695,Good deal
2202,303789,Good deal
1751,323604,No deal
2302,359739,Good deal
2104,892027,Good deal
1301,748462,No deal
9000,3.35E+07,No deal
1600,605363,No deal
2771,231600,Good deal
1356,272319,Good deal
2232,284660,Good deal
2312,320815,Good deal
1930,385000,Good deal
1686,231591,Good deal
2121,326032,Good deal
4266,5572217,No deal
2108,434048,Good deal
2155,1673297,Good deal
1300,442812,No deal
1679,393000,No deal
1809,913873,No deal
1616,334151,No deal
1332,308950,No deal
1300,142655,Good deal
1604,386570,No deal
1953,619346,Good deal
1800,382850,No deal
2283,139000,Good deal
1556,149800,Good deal
1329,229829,Good deal
2624,625500,No deal
2101,484164,Good deal
1472,200000,Good deal
1744,235508,Good deal
2630,686861,No deal
2122,589591,Good deal
2371,350199,No deal
1555,111820,Good deal
1690,338507,No deal
4146,495728,No deal
1644,1740600,No deal
1603,1068990,No deal
2400,297800,No deal
2506,525763,No deal
1444,380974,No deal
1736,363899,No deal
1454,69000,Good deal
896,151633,Good deal
2423,371600,No deal
1224,209900,Good deal
1200,95450,Good deal
1669,559322,No deal
1525,239450,Good deal
2181,475500,Good deal
2410,581058,No deal
1920,539900,Good deal
2169,416680,Good deal
2914,463013,No deal
1440,262590,Good deal
2220,210000,Good deal
1802,330143,No deal
3298,727116,No deal
6257,256250,Good deal
2500,284005,Good deal
2497,946996,No deal
3080,729825,No deal
1420,275740,Good deal
1312,647357,No deal
2660,778875,No deal
35380,1855600,No deal
1642,350254,No deal
1754,404829,No deal
2529,485549,No deal
4100,600000,No deal
1737,132900,Good deal
2423,529120,No deal
1568,296781,No deal
2535,1243416,No deal
1760,135000,Good deal
5188,6057667,No deal
1299,415132,No deal
1794,194633,Good deal
1402,343213,No deal
1577,154951,Good deal
644,270000,Good deal
960,212000,Good deal
1254,124900,Good deal
1303,1440929,No deal
1288,179900,Good deal
2828,388250,No deal
900,209600,Good deal
3814,831635,No deal
2228,184900,Good deal
1942,1432408,Good deal
2485,703998,No deal
1760,227521,Good deal
1400,636819,No deal
8300,1500000,No deal
2621,699000,No deal
1830,147500,Good deal
1392,205100,Good deal
1465,280451,Good deal
5274,578308,No deal
3321,45000,Good deal
1664,161844,Good deal
2084,298450,Good deal
1612,293464,No deal
2359,572662,No deal
1914,730896,Good deal
3600,394750,No deal
1680,573915,No deal
1584,221250,Good deal
1321,119900,Good deal
2278,396289,Good deal
2200,586156,Good deal
1919,545259,Good deal
2083,382148,Good deal
1977,388084,Good deal
1407,459462,No deal
1423,210612,Good deal
2013,350696,Good deal
1746,379342,No deal
1878,140300,Good deal
2289,393395,Good deal
1738,505879,No deal
1673,348407,No deal
3650,2122500,No deal
2219,2728362,Good deal
1492,88368,Good deal
1100,144105,Good deal
1406,213854,Good deal
1815,266802,Good deal
1044,204200,Good deal
1731,587576,No deal
1470,140683,Good deal
1965,571889,Good deal
3360,395783,No deal
2340,443231,Good deal
1226,265715,Good deal
2063,210518,Good deal
1296,265397,Good deal
1645,537909,No deal
1518,310859,No deal
1952,305400,Good deal
2632,427500,No deal
884,203958,Good deal
3237,1205092,No deal
2073,296150,Good deal
1955,321574,Good deal
1436,714377,No deal
1734,334925,No deal
2304,120417,Good deal
3924,710500,No deal
3122,2100000,No deal
2121,751566,Good deal
1761,380381,No deal
2629,469786,No deal
2145,160000,Good deal
5490,2575659,No deal
516,16500,Good deal
1800,231950,Good deal
1012,134167,Good deal
1948,628844,Good deal
2200,680116,Good deal
2140,193667,Good deal
2342,839235,Good deal
2014,249000,Good deal
2534,397544,No deal
1357,211131,Good deal
1348,618312,No deal
1855,358376,No deal
1657,81625,Good deal
4041,284767,Good deal
1432,402377,No deal
2117,2265993,Good deal
2131,671874,Good deal
4606,459742,No deal
1300,88900,Good deal
1216,90164,Good deal
2833,576435,No deal
2383,575364,No deal
1504,294837,No deal
1965,358641,Good deal
1451,758920,No deal
1170,1003853,No deal
2500,565509,No deal
1550,285876,Good deal
3548,1300000,No deal
1430,221029,Good deal
800,84000,Good deal
1427,256179,Good deal
1469,888568,No deal
3868,1050000,No deal
1970,294204,Good deal
2749,391320,No deal
2331,289278,Good deal
2714,283202,Good deal
3650,1700000,No deal
2896,444900,No deal
3038,2253500,No deal
1739,199385,Good deal
1528,376838,No deal
1787,457822,No deal
1870,486177,No deal
1740,192071,Good deal
955,653833,No deal
1982,642588,Good deal
1648,180854,Good deal
2039,91192,Good deal
1507,352817,No deal
2000,255760,Good deal
3037,272450,Good deal
2358,987605,No deal
1464,299516,No deal
2258,439635,Good deal
1523,412749,No deal
1608,348205,No deal
1008,342500,No deal
1763,423613,No deal
1657,327391,No deal
1842,114900,Good deal
2737,1506222,No deal
1825,229702,Good deal
2222,145000,Good deal
1963,477304,Good deal
1853,394583,No deal
1998,662446,Good deal
1589,106278,Good deal
3077,614819,No deal
1539,301100,No deal
640,72960,Good deal
1901,359267,Good deal
1522,312696,No deal
2074,575880,Good deal
3869,263593,Good deal
2103,829239,Good deal
4000,584156,No deal
1448,473617,No deal
1232,151779,Good deal
1660,543775,No deal
1350,350820,No deal
3628,343333,No deal
2570,587819,No deal
2241,693732,Good deal
1560,724892,No deal
1720,331137,No deal
3600,119675,Good deal
1496,1187121,No deal
3072,169900,Good deal
1792,222125,Good deal
1426,112637,Good deal
1512,346686,No deal
1738,139745,Good deal
1885,621027,Good deal
1914,382665,Good deal
2962,440000,No deal
3223,928937,No deal
1215,179217,Good deal
4893,1899799,No deal
1940,707388,Good deal
1657,168065,Good deal
1387,1932382,No deal
1901,778488,Good deal
2167,299938,Good deal
2520,319900,No deal
2444,634834,No deal
2000,3352800,Good deal
2494,403717,No deal
1979,305840,Good deal
3438,342250,No deal
1482,124594,Good deal
1452,95900,Good deal
4111,861238,No deal
1680,684000,No deal
1379,187043,Good deal
2189,757723,Good deal
1534,177688,Good deal
2093,2060609,Good deal
2508,401549,No deal
1724,852987,No deal
1978,70042,Good deal
4350,810162,No deal
1248,37750,Good deal
1688,422189,No deal
2013,1607563,Good deal
1298,586192,No deal
1833,663300,No deal
1640,224000,Good deal
1372,122935,Good deal
1463,152500,Good deal
1800,309000,No deal
1431,461385,No deal
2335,399900,Good deal
2871,753731,No deal
1890,494333,Good deal
1864,157729,Good deal
960,182950,Good deal
1600,49500,Good deal
1543,129554,Good deal
1392,170880,Good deal
2886,803309,No deal
1350,438174,No deal
1557,228500,Good deal
1984,126000,Good deal
1941,715826,Good deal
2688,904408,No deal
1220,281326,Good deal
1378,325000,No deal
1600,266084,Good deal
2170,3081500,Good deal
2260,447488,Good deal
1851,925838,No deal
2933,1685150,No deal
2500,299000,No deal
1872,620339,No deal
1920,185000,Good deal
1372,205008,Good deal
2272,1503055,Good deal
2029,383556,Good deal
2300,388278,Good deal
1306,149774,Good deal
2204,229261,Good deal
1878,387072,No deal
2019,704490,Good deal
1554,468908,No deal
1876,330488,No deal
1552,249788,Good deal
1990,97000,Good deal
1702,656000,No deal
1550,90425,Good deal
1320,299000,No deal
1455,181626,Good deal
1706,178550,Good deal
1025,78374,Good deal
1663,286651,Good deal
1526,419350,No deal
2265,131183,Good deal
1200,101500,Good deal
980,30000,Good deal
1440,119900,Good deal
1782,525000,No deal
890,162500,Good deal
1672,246432,Good deal
3790,1450000,No deal
971,68900,Good deal
3458,440475,No deal
1507,509972,No deal
1512,274533,Good deal
2400,1394000,No deal
4231,884071,No deal
1512,303129,No deal
2543,315000,No deal
2632,395063,No deal
1537,584667,No deal
1783,230259,Good deal
2528,865204,No deal
1748,301265,No deal
1150,737190,No deal
1563,897521,No deal
1108,94250,Good deal
1668,122955,Good deal
2617,5565576,No deal
2042,5347982,Good deal
1232,421218,No deal
2144,239908,Good deal
1866,525633,No deal
1414,1215218,No deal
1060,1264178,No deal
2196,151368,Good deal
2362,404718,No deal
2019,769659,Good deal
1649,120000,Good deal
1796,4462500,No deal
2068,166614,Good deal
1441,186067,Good deal
1916,614346,Good deal
1454,92000,Good deal
1609,230098,Good deal
1292,632914,No deal
2476,989375,No deal
1382,149999,Good deal
1296,253267,Good deal
2183,411888,Good deal
1824,33625,Good deal
3994,5411531,No deal
1704,446033,No deal
1600,131750,Good deal
1188,118000,Good deal
1790,1205000,No deal
1650,270403,Good deal
2200,802250,Good deal
2054,218217,Good deal
1596,140475,Good deal
2175,688335,Good deal
1680,259000,Good deal
2230,372250,Good deal
1633,199900,Good deal
1206,315804,No deal
1327,25000,Good deal
1864,205000,Good deal
1196,164900,Good deal
1524,197464,Good deal
2000,1083045,Good deal
1476,236280,Good deal
2520,882569,No deal
2520,1018667,No deal
